"date","weighted","close","high","low","open","volume"
"2017-08-09 20:08:00","1.85","1.84","1.91","1.79","1.82","4646113.72"
"2017-08-10 20:08:00","1.8","1.76","1.87","1.7","1.84","6178302.06"
"2017-08-11 20:08:00","1.72","1.65","1.83","1.6","1.76","4966141.68"
"2017-08-12 20:08:00","1.6","1.59","1.69","1.51","1.65","5671503.7"
"2017-08-13 20:08:00","1.59","1.61","1.69","1.51","1.59","4853686.68"
"2017-08-14 20:08:00","1.64","1.62","1.72","1.57","1.61","5240985.67"
"2017-08-15 20:08:00","1.59","1.59","1.64","1.55","1.62","4261201.18"
"2017-08-16 20:08:00","1.53","1.52","1.61","1.49","1.59","5121019.91"
"2017-08-17 20:08:00","1.45","1.4","1.53","1.35","1.52","4806175.24"
"2017-08-18 20:08:00","1.37","1.39","1.44","1.29","1.4","3802323.95"
"2017-08-19 20:08:00","1.37","1.36","1.42","1.33","1.39","3418818.62"
"2017-08-20 20:08:00","1.35","1.33","1.39","1.31","1.36","4382936.64"
"2017-08-21 20:08:00","1.27","1.27","1.33","1.24","1.33","4568631.88"
"2017-08-22 20:08:00","1.42","1.42","1.54","1.26","1.27","8702128.78"
"2017-08-23 20:08:00","1.37","1.37","1.42","1.33","1.42","3807187.79"
"2017-08-24 20:08:00","1.37","1.37","1.44","1.33","1.37","4134960.74"
"2017-08-25 20:08:00","1.36","1.36","1.39","1.33","1.37","3183819.08"
"2017-08-26 20:08:00","1.34","1.34","1.38","1.32","1.36","3134463.2"
"2017-08-27 20:08:00","1.33","1.33","1.36","1.29","1.34","3538019.21"
"2017-08-28 20:08:00","1.34","1.32","1.38","1.31","1.33","4410672.73"
"2017-08-29 20:08:00","1.29","1.25","1.35","1.22","1.32","5856106.4"
"2017-08-30 20:08:00","1.31","1.34","1.35","1.25","1.25","6523912.58"
"2017-08-31 20:08:00","1.31","1.32","1.35","1.28","1.34","5539771.2"
"2017-09-01 20:09:00","1.31","1.24","1.44","1.19","1.32","5435995.92"
"2017-09-02 20:09:00","1.27","1.3","1.33","1.21","1.24","4887793.51"
"2017-09-03 20:09:00","1.03","0.9142","1.3","0.8219","1.3","11774351.97"
"2017-09-04 20:09:00","0.85","0.923","0.9777","0.7502","0.9142","7729943.79"
"2017-09-05 20:09:00","0.96","0.9106","1.16","0.856","0.923","11989392.88"
"2017-09-06 20:09:00","0.94","0.9828","1.02","0.852","0.9106","10287229.43"
"2017-09-07 20:09:00","0.87","0.8421","0.9912","0.7804","0.9828","8815302.19"
"2017-09-08 20:09:00","0.8","0.8174","0.8487","0.7577","0.8421","3424553.48"
"2017-09-09 20:09:00","0.74","0.745","0.8193","0.6992","0.8174","3960901.73"
"2017-09-10 20:09:00","0.73","0.735","0.764","0.7101","0.745","2765708.94"
"2017-09-11 20:09:00","0.8","0.859","0.8944","0.729","0.735","6731634.24"
"2017-09-12 20:09:00","0.73","0.7272","0.8595","0.6603","0.859","5613781.61"
"2017-09-13 20:09:00","0.66","0.5806","0.7642","0.5207","0.7272","6929316.48"
"2017-09-14 20:09:00","0.6","0.6511","0.6782","0.5149","0.5806","4543809.26"
"2017-09-15 20:09:00","0.64","0.624","0.6798","0.5781","0.6511","2166344.11"
"2017-09-16 20:09:00","0.61","0.6233","0.649","0.5678","0.624","3524669.55"
"2017-09-17 20:09:00","0.67","0.7049","0.7075","0.6229","0.6233","3151410.08"
"2017-09-18 20:09:00","0.67","0.6493","0.7128","0.6465","0.7049","2555517.93"
"2017-09-19 20:09:00","0.64","0.6166","0.6673","0.6152","0.6493","3416422.01"
"2017-09-20 20:09:00","0.58","0.5671","0.6293","0.5434","0.6166","4113626.28"
"2017-09-21 20:09:00","0.56","0.5659","0.5793","0.5312","0.5671","2609360.26"
"2017-09-22 20:09:00","0.58","0.578","0.6048","0.5579","0.5659","2705869.15"
"2017-09-23 20:09:00","0.56","0.5454","0.5861","0.5415","0.578","3208145.88"
"2017-09-24 20:09:00","0.56","0.5688","0.5779","0.5245","0.5454","3122841.2"
"2017-09-25 20:09:00","0.57","0.5614","0.5854","0.5511","0.5688","3111743.37"
"2017-09-26 20:09:00","0.61","0.6314","0.6438","0.5569","0.5614","6093032.08"
"2017-09-27 20:09:00","0.74","0.8085","0.8237","0.6292","0.6314","11634404.43"
"2017-09-28 20:09:00","0.74","0.7146","0.8435","0.6979","0.8085","8597897.39"
"2017-09-29 20:09:00","0.73","0.7274","0.7585","0.7061","0.7146","4603840.56"
"2017-09-30 20:09:00","0.7","0.7085","0.7285","0.6631","0.7274","3774630.91"
"2017-10-01 20:10:00","0.67","0.6549","0.719","0.6331","0.7085","3348450.08"
"2017-10-02 20:10:00","0.63","0.6308","0.669","0.6057","0.6549","2841163.42"
"2017-10-03 20:10:00","0.61","0.6008","0.6347","0.5829","0.6308","2556541.61"
"2017-10-04 20:10:00","0.6","0.6054","0.6214","0.5752","0.6008","3418564.64"
"2017-10-05 20:10:00","0.6","0.6005","0.61","0.5862","0.6054","2401400.39"
"2017-10-06 20:10:00","0.59","0.5895","0.6075","0.5712","0.6005","2213861.98"
"2017-10-07 20:10:00","0.59","0.606","0.6174","0.5754","0.5895","3004729.56"
"2017-10-08 20:10:00","0.57","0.558","0.6061","0.5248","0.606","3385306.22"
"2017-10-09 20:10:00","0.56","0.552","0.5892","0.5474","0.558","3287961.06"
"2017-10-10 20:10:00","0.58","0.6076","0.6278","0.5468","0.552","4345919.43"
"2017-10-11 20:10:00","0.61","0.5947","0.642","0.5814","0.6076","4340594.62"
"2017-10-12 20:10:00","0.59","0.5872","0.6169","0.5483","0.5947","4042813.81"
"2017-10-13 20:10:00","0.6","0.5836","0.6185","0.5768","0.5872","3466288.99"
"2017-10-14 20:10:00","0.57","0.5738","0.5918","0.5629","0.5836","2788497.74"
"2017-10-15 20:10:00","0.57","0.5608","0.5853","0.5593","0.574","2371426.02"
"2017-10-16 20:10:00","0.56","0.5501","0.5675","0.5374","0.5612","2552997.97"
"2017-10-17 20:10:00","0.53","0.5432","0.5679","0.511","0.5519","3082220.69"
"2017-10-18 20:10:00","0.57","0.5663","0.5946","0.5424","0.5434","3901100.2"
"2017-10-19 20:10:00","0.56","0.5395","0.5888","0.5395","0.5665","2991733.32"
"2017-10-20 20:10:00","0.52","0.5284","0.541","0.5122","0.5396","3480635.19"
"2017-10-21 20:10:00","0.52","0.5192","0.5415","0.4979","0.5282","2365226.73"
"2017-10-22 20:10:00","0.5","0.4924","0.5239","0.4793","0.5189","3006265.54"
"2017-10-23 20:10:00","0.52","0.5176","0.5512","0.4776","0.4925","3087091.81"
"2017-10-24 20:10:00","0.51","0.5041","0.5278","0.4856","0.5173","2290713.74"
"2017-10-25 20:10:00","0.52","0.5189","0.5284","0.5023","0.5038","2126872.46"
"2017-10-26 20:10:00","0.51","0.5213","0.5237","0.5011","0.5189","1868391.94"
"2017-10-27 20:10:00","0.53","0.5339","0.5409","0.5165","0.5218","2171490.01"
"2017-10-28 20:10:00","0.61","0.6668","0.6793","0.5327","0.5336","8282721.68"
"2017-10-29 20:10:00","0.7","0.7125","0.747","0.6409","0.6671","9021667.54"
"2017-10-30 20:10:00","0.71","0.7826","0.7826","0.6676","0.7125","6841174.51"
"2017-10-31 20:10:00","0.97","1.05","1.33","0.7522","0.7822","35716244.25"
"2017-11-01 20:11:00","1.09","1.11","1.3","0.916","1.05","34049392.94"
"2017-11-02 20:11:00","1.25","1.2","1.42","1.06","1.11","31281541.72"
"2017-11-03 20:11:00","1.17","1.11","1.3","1.04","1.2","20190363.92"
"2017-11-04 20:11:00","1.06","1.09","1.18","0.973","1.11","15041656.12"
"2017-11-05 19:11:00","1","0.9124","1.09","0.9015","1.09","13562909.56"
"2017-11-06 19:11:00","0.95","0.9518","0.9937","0.9107","0.9123","7388368.45"
"2017-11-07 19:11:00","1.09","1.12","1.19","0.9434","0.9517","18144083.77"
"2017-11-08 19:11:00","1.17","1.18","1.21","1.12","1.12","10712325.57"
"2017-11-09 19:11:00","1.07","1.03","1.19","0.9844","1.18","11005764.55"
"2017-11-10 19:11:00","1.09","1.16","1.19","1","1.03","10015980.14"
"2017-11-11 19:11:00","1.11","1.09","1.19","1.02","1.16","9319549.91"
"2017-11-12 19:11:00","1.15","1.18","1.19","1.08","1.09","7492603.26"
"2017-11-13 19:11:00","1.49","1.68","1.69","1.18","1.18","31284841.35"
"2017-11-14 19:11:00","1.62","1.67","1.73","1.51","1.68","25979233.82"
"2017-11-15 19:11:00","1.73","1.67","1.87","1.56","1.67","29287595.29"
"2017-11-16 19:11:00","1.69","1.74","1.82","1.58","1.67","20311991.16"
"2017-11-17 19:11:00","1.82","1.92","1.99","1.65","1.74","21390803.43"
"2017-11-18 19:11:00","1.92","1.88","2.06","1.75","1.91","21388039.1"
"2017-11-19 19:11:00","1.96","1.99","2.05","1.83","1.88","19143342.43"
"2017-11-20 19:11:00","1.94","1.91","2.12","1.84","1.99","23733914.02"
"2017-11-21 19:11:00","1.88","1.89","1.99","1.76","1.91","17831198.41"
"2017-11-22 19:11:00","1.91","1.88","1.98","1.85","1.89","15119870.32"
"2017-11-23 19:11:00","1.83","1.88","1.91","1.71","1.88","13361558.47"
"2017-11-24 19:11:00","1.9","2.05","2.07","1.78","1.88","15220203.42"
"2017-11-25 19:11:00","2.22","2.46","2.71","1.93","2.05","3390936.39"
"2017-11-26 19:11:00","2.7","2.86","2.96","2.35","2.46","36932451.4"
"2017-11-27 19:11:00","2.89","2.76","3.06","2.71","2.86","33310024.44"
"2017-11-28 19:11:00","2.89","2.71","3.36","2.48","2.76","41887552.21"
"2017-11-29 19:11:00","2.74","2.84","2.98","2.44","2.71","30681545.65"
"2017-11-30 19:11:00","2.94","3.22","3.25","2.69","2.84","22754467.18"
"2017-12-01 19:12:00","3.56","3.91","3.98","3.16","3.22","43225605.83"
"2017-12-02 19:12:00","3.84","3.58","4.12","3.4","3.91","37420561.59"
"2017-12-03 19:12:00","3.82","4.04","4.2","3.41","3.58","41289807.11"
"2017-12-04 19:12:00","4.09","4.19","4.57","3.65","4.04","69064180.17"
"2017-12-05 19:12:00","4.58","4.47","5.12","4.16","4.19","68301459.18"
"2017-12-06 19:12:00","3.89","3.89","4.47","3.28","4.47","59402340.63"
"2017-12-07 19:12:00","4.06","4.22","4.5","3.53","3.89","39526763.69"
"2017-12-08 19:12:00","4.1","3.98","4.63","3.68","4.22","39182987.65"
"2017-12-09 19:12:00","3.66","3.67","4.01","3.4","3.98","26372941.65"
"2017-12-10 19:12:00","4.13","4.39","4.48","3.65","3.67","44205898.48"
"2017-12-11 19:12:00","4.96","5.08","5.88","4.23","4.39","69445612.68"
"2017-12-12 19:12:00","6.21","7.28","7.28","4.69","5.08","208583796.48"
"2017-12-13 19:12:00","7.89","8.2","8.7","7.04","7.28","175990593.97"
"2017-12-14 19:12:00","7.53","7.93","8.36","6.52","8.2","114730452.82"
"2017-12-15 19:12:00","8.63","8.35","9.29","7.89","7.93","103287522.15"
"2017-12-16 19:12:00","8.25","7.97","8.99","7.81","8.35","65294868.06"
"2017-12-17 19:12:00","8.1","8.88","8.97","7.22","7.97","87399002.01"
"2017-12-18 19:12:00","10.55","11.49","12.49","8.65","8.88","308476717.31"
"2017-12-19 19:12:00","10.65","10.44","11.7","9.69","11.49","100087015.98"
"2017-12-20 19:12:00","10.77","10.64","11.85","9.71","10.45","102539472.6"
"2017-12-21 19:12:00","7.58","7.69","10.66","3.14","10.65","233409143.81"
"2017-12-22 19:12:00","8.61","8.26","9.25","7.48","7.69","73949389.9"
"2017-12-23 19:12:00","7.59","7.99","8.42","6.71","8.26","51606674.53"
"2017-12-24 19:12:00","8.2","8.15","8.83","7.62","7.99","30585091.05"
"2017-12-25 19:12:00","8.36","8.6","8.71","8.05","8.15","39825469.76"
"2017-12-26 19:12:00","8.77","8.72","9.41","8.06","8.6","45882343.74"
"2017-12-27 19:12:00","7.88","8.1","8.76","7.26","8.72","37397942.8"
"2017-12-28 19:12:00","8.31","8.12","8.73","7.9","8.1","33063363.07"
"2017-12-29 19:12:00","7.21","7.08","8.19","6.52","8.12","39561494.38"
"2017-12-30 19:12:00","7.42","7.69","7.82","7","7.08","17720129.43"
"2017-12-31 19:12:00","7.6","7.64","7.95","7.2","7.69","16182124.81"
"2018-01-01 19:01:00","8.17","8.3","8.6","7.63","7.64","37943548.37"
"2018-01-02 19:01:00","8.42","9.43","9.43","7.84","8.3","36750566.6"
"2018-01-03 19:01:00","9.74","9.47","10.49","9.15","9.43","68944379.74"
"2018-01-04 19:01:00","9.03","9.29","9.85","8.51","9.47","39367702.71"
"2018-01-05 19:01:00","9.41","9.83","9.9","8.73","9.29","29054146.06"
"2018-01-06 19:01:00","10.2","10.16","10.89","9.76","9.83","38918502.73"
"2018-01-07 19:01:00","9.35","9.6","10.39","8.14","10.16","46591820.4"
"2018-01-08 19:01:00","9.35","9.23","9.74","8.8","9.6","20872868.4"
"2018-01-09 19:01:00","10.24","11.2","11.49","8.37","9.23","86012294.9"
"2018-01-10 19:01:00","10.77","11.27","12.46","8.91","11.2","115951605.7"
"2018-01-11 19:01:00","13.36","13.8","15.24","10.57","11.27","175879710.07"
"2018-01-12 19:01:00","16.42","16","18.67","13.43","13.8","294136188.45"
"2018-01-13 19:01:00","14.25","13.23","16.13","12.9","16","98670786.6"
"2018-01-14 19:01:00","13.67","12.78","14.7","12.68","13.23","61599316.88"
"2018-01-15 19:01:00","10.63","10","12.98","8.31","12.78","158929640.74"
"2018-01-16 19:01:00","9.03","10.15","10.56","7.5","10","103387986.52"
"2018-01-17 19:01:00","10.5","10.18","11.47","9.65","10.15","60490149.99"
"2018-01-18 19:01:00","10.59","11.07","11.43","9.74","10.18","48673168.94"
"2018-01-19 19:01:00","13.75","15.53","15.75","11.04","11.07","144827267.67"
"2018-01-20 19:01:00","13.42","13.47","15.57","12","15.51","149233104.28"
"2018-01-21 19:01:00","13.67","13.38","15.14","12.45","13.47","162529908.43"
"2018-01-22 19:01:00","12.91","12.88","13.92","11.6","13.38","117889152.87"
"2018-01-23 19:01:00","13.2","13.9","13.97","12.51","12.88","58178915.62"
"2018-01-24 19:01:00","14.25","14.25","15.09","13.47","13.9","90728372.99"
"2018-01-25 19:01:00","13.85","14.24","14.8","12.81","14.25","74893464.87"
"2018-01-26 19:01:00","14.33","14.38","14.74","13.86","14.24","38578052.18"
"2018-01-27 19:01:00","14.47","14.75","14.97","14.09","14.38","46763405.28"
"2018-01-28 19:01:00","13.87","13.54","14.85","13.3","14.75","47827947.18"
"2018-01-29 19:01:00","12.12","11.35","13.6","10.87","13.54","99688763.26"
"2018-01-30 19:01:00","11.32","11.98","12.25","10.31","11.36","63633373.23"
"2018-01-31 19:01:00","10.57","10.03","12.17","9.75","11.98","85914653.99"
"2018-02-01 19:02:00","9.54","10.23","11.09","8.41","10.03","106403040.92"
"2018-02-02 19:02:00","10.38","10.64","11.25","9.15","10.23","50876511.6"
"2018-02-03 19:02:00","9.54","8.89","10.85","8.38","10.64","49886702.28"
"2018-02-04 19:02:00","7.83","7.06","9.3","6.82","8.89","72469479.31"
"2018-02-05 19:02:00","6.95","8.29","8.47","5.8","7.06","81791456.01"
"2018-02-06 19:02:00","8.23","7.67","8.97","7.38","8.29","56898859.72"
"2018-02-07 19:02:00","8.34","8.31","8.79","7.64","7.67","41479525.75"
"2018-02-08 19:02:00","8.77","9.48","9.61","7.93","8.31","39613927.91"
"2018-02-09 19:02:00","9.19","8.9","9.9","8.4","9.48","37909871.52"
"2018-02-10 19:02:00","8.42","8.33","8.92","7.96","8.9","25248958.01"
"2018-02-11 19:02:00","8.94","9.13","9.35","8.33","8.33","34662763.96"
"2018-02-12 19:02:00","8.87","8.94","9.2","8.54","9.13","23890849.49"
"2018-02-13 19:02:00","9.42","9.85","9.92","8.94","8.94","38404990.7"
"2018-02-14 19:02:00","9.84","9.84","10.12","9.45","9.85","36626120.76"
"2018-02-15 19:02:00","9.64","9.84","9.95","9.34","9.84","27955640.04"
"2018-02-16 19:02:00","9.93","10.02","10.06","9.73","9.84","27896156.77"
"2018-02-17 19:02:00","9.44","9.06","10.05","8.9","10.02","39063214.68"
"2018-02-18 19:02:00","9.42","9.49","9.65","9.02","9.06","23899754.14"
"2018-02-19 19:02:00","9.4","8.88","9.8","8.78","9.49","28805936.68"
"2018-02-20 19:02:00","8.5","8.34","8.93","8.09","8.88","30234547.79"
"2018-02-21 19:02:00","7.99","7.78","8.65","7.58","8.34","35995904.22"
"2018-02-22 19:02:00","8.14","8.26","8.53","7.61","7.78","29409230.26"
"2018-02-23 19:02:00","7.98","7.9","8.46","7.62","8.26","24487295.1"
"2018-02-24 19:02:00","7.72","7.69","7.96","7.47","7.9","20366252.27"
"2018-02-25 19:02:00","7.79","7.99","8.33","7.39","7.69","30728075.82"
"2018-02-26 19:02:00","8.38","8.39","8.83","7.86","7.99","32077140.41"
"2018-02-27 19:02:00","8.62","8.19","9.13","8.17","8.39","25382716.41"
"2018-02-28 19:02:00","8.35","8.55","8.57","8.09","8.19","17311442.45"
"2018-03-01 19:03:00","8.17","8.02","8.7","7.92","8.55","19563191.3"
"2018-03-02 19:03:00","8.05","7.92","8.28","7.87","8.02","11394964.29"
"2018-03-03 19:03:00","7.9","8.15","8.16","7.74","7.92","15892301.89"
"2018-03-04 19:03:00","8.12","7.95","8.29","7.94","8.15","12477673.7"
"2018-03-05 19:03:00","7.36","7.13","7.95","7.02","7.95","30257108.8"
"2018-03-06 19:03:00","6.62","6.43","7.29","5.95","7.13","60872863.62"
"2018-03-07 19:03:00","6.26","6.1","6.7","5.88","6.43","31117578.15"
"2018-03-08 19:03:00","5.64","6.02","6.18","5.21","6.1","54802035.63"
"2018-03-09 19:03:00","6.03","5.64","6.45","5.61","6.02","34772317.71"
"2018-03-10 19:03:00","5.81","6.04","6.2","5.41","5.64","26935027.41"
"2018-03-11 20:03:00","5.87","5.72","6.18","5.58","6.04","23819476.76"
"2018-03-12 20:03:00","5.77","5.79","5.94","5.54","5.72","22139945.27"
"2018-03-13 20:03:00","5.43","5.28","6.03","5.16","5.79","22907530.7"
"2018-03-14 20:03:00","5.05","5.12","5.33","4.79","5.28","37002691.75"
"2018-03-15 20:03:00","5.12","5.04","5.32","4.86","5.12","19975948.01"
"2018-03-16 20:03:00","4.84","4.63","5.09","4.53","5.04","18106075.67"
"2018-03-17 20:03:00","4.3","4.62","4.77","3.89","4.63","49194100.38"
"2018-03-18 20:03:00","5.19","6.18","6.26","4.52","4.62","77909968.02"
"2018-03-19 20:03:00","5.89","5.93","6.35","5.34","6.18","84203796.73"
"2018-03-20 20:03:00","6.44","6.9","7.28","5.84","5.93","89502747.28"
"2018-03-21 20:03:00","6.74","6.89","7.25","6.14","6.9","96445849.18"
"2018-03-22 20:03:00","6.67","6.94","7.07","6.22","6.89","82632857.83"
"2018-03-23 20:03:00","6.85","6.51","7.08","6.48","6.94","42126043.73"
"2018-03-24 20:03:00","6.53","6.43","6.67","6.37","6.51","25159269.81"
"2018-03-25 20:03:00","5.75","5.78","6.51","5.26","6.43","89497826.59"
"2018-03-26 20:03:00","5.83","5.8","6.52","5.18","5.78","109861151.91"
"2018-03-27 20:03:00","6.12","6.2","6.5","5.62","5.8","49373112.57"
"2018-03-28 20:03:00","5.98","5.88","6.29","5.75","6.2","69581065.49"
"2018-03-29 20:03:00","5.91","6.01","6.18","5.7","5.88","60017503.51"
"2018-03-30 20:03:00","6.03","5.93","6.16","5.86","6.01","24496899.27"
"2018-03-31 20:03:00","5.54","5.6","5.99","5.12","5.93","48725464.24"
"2018-04-01 20:04:00","5.7","5.82","5.9","5.5","5.6","27703153.86"
"2018-04-02 20:04:00","5.94","6.02","6.15","5.74","5.82","26234452.76"
"2018-04-03 20:04:00","5.74","5.67","6.07","5.5","6.02","23165677.78"
"2018-04-04 20:04:00","5.95","6.33","6.41","5.41","5.67","51809541.01"
"2018-04-05 20:04:00","5.93","5.84","6.38","5.67","6.33","52669141.86"
"2018-04-06 20:04:00","5.92","5.9","6.01","5.78","5.84","15067894.52"
"2018-04-07 20:04:00","5.93","5.98","6.02","5.84","5.9","12273126.11"
"2018-04-08 20:04:00","5.89","5.86","6.09","5.75","5.98","22941517.6"
"2018-04-09 20:04:00","5.95","6","6.08","5.75","5.86","20718978.25"
"2018-04-10 20:04:00","7.49","8.52","8.9","5.97","6","217616413.57"
"2018-04-11 20:04:00","8.7","8.83","9.28","7.86","8.52","234863030.83"
"2018-04-12 20:04:00","9.1","8.82","9.57","8.6","8.83","135286684.31"
"2018-04-13 20:04:00","8.57","8.71","9.23","8.11","8.82","81661653.57"
"2018-04-14 20:04:00","8.37","8.53","8.81","7.81","8.71","80533722.5"
"2018-04-15 20:04:00","8.1","8.12","8.53","7.81","8.53","61235004.13"
"2018-04-16 20:04:00","8.7","8.5","9.1","8.09","8.12","83929179.7"
"2018-04-17 20:04:00","8.87","9.04","9.23","8.45","8.5","62447868.17"
"2018-04-18 20:04:00","9.18","9.48","9.48","8.9","9.04","63223176.37"
"2018-04-19 20:04:00","10.56","11.45","11.7","9.46","9.48","207249542.48"
"2018-04-20 20:04:00","10.9","11.14","11.63","10.22","11.45","128491247.09"
"2018-04-21 20:04:00","11.47","11.3","11.88","10.75","11.14","127952499.95"
"2018-04-22 20:04:00","11.59","11.62","12.03","11.23","11.3","93683579.38"
"2018-04-23 20:04:00","13.97","15.11","16.14","11.61","11.62","451361989.69"
"2018-04-24 20:04:00","14.42","14.46","15.52","13.37","15.11","414467803.86"
"2018-04-25 20:04:00","14.73","15.44","15.59","13.85","14.46","180832731.13"
"2018-04-26 20:04:00","16.44","16.61","17.9","14.77","15.44","268945990.98"
"2018-04-27 20:04:00","18.47","18.78","19.49","16.44","16.61","336795670.37"
"2018-04-28 20:04:00","20.68","21.41","23.02","18.74","18.78","535736275.69"
"2018-04-29 20:04:00","18.28","17.46","21.64","16.52","21.41","475578188.19"
"2018-04-30 20:04:00","17.19","18.74","19.03","15.92","17.46","337742031.62"
"2018-05-01 20:05:00","18.79","19.23","19.62","18.18","18.74","243458284.88"
"2018-05-02 20:05:00","17.93","17.67","19.35","16.86","19.23","241714019.61"
"2018-05-03 20:05:00","17.13","17.05","18.04","16.24","17.67","146875689.53"
"2018-05-04 20:05:00","18.1","17.77","18.65","17.02","17.05","132491229.59"
"2018-05-05 20:05:00","17.29","17.39","17.99","16.55","17.77","132244229.86"
"2018-05-06 20:05:00","17.63","17.8","18.42","16.62","17.39","200543250.56"
"2018-05-07 20:05:00","18.23","17.96","18.96","17.68","17.8","139276323.89"
"2018-05-08 20:05:00","17.55","17.79","18.09","16.99","17.96","117484283.8"
"2018-05-09 20:05:00","18.03","17.32","18.75","17.32","17.79","144278684.46"
"2018-05-10 20:05:00","15.29","14.82","17.65","13.92","17.32","447646972.89"
"2018-05-11 20:05:00","13.54","13.95","15.14","12.07","14.82","360573041.14"
"2018-05-12 20:05:00","14.28","14.59","15.12","13.41","13.95","152739698.54"
"2018-05-13 20:05:00","13.89","13.8","14.72","12.94","14.59","180775937.51"
"2018-05-14 20:05:00","13.37","12.8","14.39","12.4","13.8","129442284.81"
"2018-05-15 20:05:00","12.27","12.67","13.07","11.83","12.8","142718703.72"
"2018-05-16 20:05:00","13.02","12.23","13.95","12","12.67","168428381.37"
"2018-05-17 20:05:00","12.5","12.91","13.2","11.91","12.23","151794322.76"
"2018-05-18 20:05:00","12.9","13.12","13.34","12.47","12.91","65206856.65"
"2018-05-19 20:05:00","13.7","13.95","14.19","12.93","13.12","98996985.58"
"2018-05-20 20:05:00","13.56","13.43","14.16","13.11","13.95","76406114.34"
"2018-05-21 20:05:00","12.7","12.11","13.45","11.94","13.43","118984066.87"
"2018-05-22 20:05:00","11.26","10.67","12.34","10.46","12.11","215642423.66"
"2018-05-23 20:05:00","11.49","12.75","12.88","10.34","10.67","211297651.98"
"2018-05-24 20:05:00","12.13","12.18","12.79","11.56","12.75","147302302.14"
"2018-05-25 20:05:00","12.46","12.21","12.87","11.85","12.18","84823677.05"
"2018-05-26 20:05:00","12.28","12.44","12.57","11.94","12.21","71218985.56"
"2018-05-27 20:05:00","12.05","11.51","12.98","11.3","12.44","149549332.56"
"2018-05-28 20:05:00","11.57","12.14","12.49","10.71","11.51","204657987"
"2018-05-29 20:05:00","12.08","11.88","12.64","11.68","12.14","120999468.38"
